date,open,high,low,close,volume,full_text,news_count
2018-01-22,352.4,352.7,344.85,350.25,15229468,"ICICI Bank: Spread a call ahead of result, Budget The outlook remains positive for the stock of ICICI Bank. The stock finds immediate support at ₹321 and the most crucial one at ₹290. If the current trend sustains, it could trend upwards and reach ₹410. The prospect of Indian economy turning around, GDP to clock 7% in H2: Chanda Kochhar ICICI Bank chief Chanda Kochhar says India’s full fiscal GDP growth for 2017-18 should also be in excess of 6.5%",2
2018-01-23,350.45,364.45,351.0,361.7,22463432,,0
2018-01-24,357.75,359.05,352.05,353.2,12791039,Looking at new growth opportunities in Indian economy: Chanda Kochhar ICICI Bank is looking at new growth opportunities in the Indian economy as new areas a,1
2018-01-25,352.5,364.75,352.05,359.35,30116622,"Good initiative by government to remind banks about governance: Chanda Kochhar, ICICI Bank In an interview to CNBC-TV18's Shereen Bhan, Chanda Kochhar, MD and CEO of ICICI Bank shared her views on the business outlook, bank recapitalisation and Indian economy from the sidelines of World Economic Forum (WEF) Davos 2018.",1
2018-01-29,360.0,365.65,355.6,357.4,17837444,,0
2018-01-30,356.8,356.8,350.6,353.3,13350318,"ICICI Bank Q3 profit may be lowest in 7 quarters, divergence to be watched closely Analysts expect loan growth at around 8-10 percent in Q3FY18 against 6.3 percent in Q2FY18.",1
2018-01-31,348.85,353.9,343.6,353.9,22564707,"ICICI Bank’s Q3 net profit dives 32% to Rs1,650 crore, lags expectations ICICI Bank reported net profit of Rs1,650 crore for the three months to 31 December against Rs2,442 crore in the same period a year earlier",1
2018-02-01,347.55,355.8,343.95,347.0,29395927,ICICI Bank flatters on asset quality but niggling concerns remain ICICI Bank’s management has guided that provisioning costs are unlikely to come down in the following quarters too as clarity on IBC-referred loans will emerge only beyond April,1
2018-02-02,342.55,343.65,333.7,335.1,16929308,"Budget aims at achieving multiple objectives within a prudent fiscal framework: ICICI Bank MD Chanda Kochhar The enhanced initiatives taken for promoting education, R&D and skilling are much-needed steps and will help to better harness our demographic dividend.",1
2018-02-05,327.6,334.2,327.05,330.2,17314358,"Realty check: Some let up in asset quality - ICICI Bank Given that the RBI’s report on the Annual Risk Based Supervision for FY-17 was keenly awaited by the market, ICICI Bank reporting lower slippages in the latest December quarter eases some of the conce",1
2018-02-06,315.25,337.45,313.3,332.0,18432327,,0
2018-02-07,335.35,336.4,329.9,332.0,11792002,"ICICI Securities gets Sebi’s go-ahead for IPO Going by the draft red herring prospectus (DRHP), the public issue comprises sale of 64,428,280 equity shares, amounting to 20% stake, by ICICI Bank",1
2018-02-08,332.55,338.25,329.65,333.55,10269836,,0
2018-02-09,325.0,328.5,322.8,327.5,9430447,,0
2018-02-12,328.85,329.15,323.35,325.95,8337337,"Investment alerts ICICI securities gets nod for IPOICICI Securities, a subsidiary of ICICI Bank, has received the go ahead from the market regulator SEBI for issue of shares. In December, the company had filed its draf Accounting software products company, Zoho, ties up with ICICI Bank Partnership to offer accounting and banking on integrated platform",2
2018-02-14,327.0,326.25,316.55,317.4,15136541,,0
2018-02-15,322.15,331.65,322.15,329.0,23753648,"25,600 cases! Indian banks were defrauded of Rs 1.79 bn till December 2017 Data released by the RBI last March revealed that during the first nine-months of 2016-17, 455 cases of fraudulent transactions of Rs 100,000 and above were detected at ICICI Bank",1
2018-02-16,330.35,333.9,318.85,321.75,17570482,"Among large-caps, Bharti Airtel most bought and ICICI Bank the most sold in Jan: Kaustubh Belapurkar, Morningstar Investment Over the last four to five months, managers have actually been adding on to Bharti. PNB fraud: Bank stocks decline, shares of Union Bank, Allahabad Bank hit 52-week low Shares of Kotak Bank, Federal Bank, IndusInd Bank and those of heavyweights like State Bank of India and ICICI Bank were also trading with losses",2
2018-02-19,329.5,328.35,315.2,320.35,18232478,,0
2018-02-20,320.5,324.2,316.3,316.75,15890719,"PNB fraud: Banks yet to separate real PNB sales from fake ones ICICI Bank, which is the lead bank in the consortium for the Gitanjali group, is understood to have appointed auditor T R Chadha to conduct a forensic audit of the company.",1
2018-02-21,319.0,320.6,315.7,319.25,9907578,"Justin Trudeau says India Inc to invest $1bn, create 5,000 new jobs The Canadian premier also had a 90-minute roundtable with women business leaders including ICICI Bank chief Chanda Kochhar and Swati Piramal",1
2018-02-22,317.0,319.3,313.95,319.05,25390242,,0
2018-02-23,319.05,324.05,318.35,323.85,7941167,,0
2018-02-26,325.0,327.75,323.15,326.05,7119342,"Guide to smart banking: We are your friendly neighbourhood ‘phygital’ bank for all: Fino Payments Bank CEO From being a small tech-related vertical with ICICI Bank to becoming an independent fintech company with interests in banking and technology, Fino Paytech has come a long way. It was one of the first",1
2018-02-27,327.0,327.0,319.9,322.9,9615159,,0
2018-02-28,315.15,316.35,311.1,314.0,17412405,"CBI questions PNB's ex-MD, ICICI official; ED files NBW for Nirav Modi ICICI Bank was the lead lender to at least three entities belonging to Mehul Choksi's Gitanjali group",1
2018-03-01,312.65,314.0,304.3,304.4,18956916,"ICICI Bank trades lower for third straight day; hits over two-month low The stock was down 2.7% to Rs 305 hit its lowest level since December 12, 2017 on the BSE in intra-day trade",1
2018-03-05,304.45,306.5,299.45,303.95,14420611,"ICICI Bank to take over pan India tea auction settlement Of the total tea production of 1,278 million kg in India in 2017, around 591 million kg were offered through auctions.",1
2018-03-06,307.4,307.7,294.25,294.75,18931604,"PNB fraud case: SFIO calls ICICI Bank CEO Chanda Kochhar, Axis' MD Shikha Sharma for questioning SFIO has issued notice to Kochhar and Shikha Sharma in the Punjab National Bank scam worth Rs 12,700 crore.",1
2018-03-07,293.3,293.8,285.35,287.8,31412746,ICICI Bank shares fall over 3% on SFIO probe ICICI Bank shares slump over 3% in early trade as the bank’s senior officials were summoned by the SFIO with regard to the Punjab National Bank scam,1
2018-03-08,290.25,298.0,289.3,297.9,21385014,,0
2018-03-09,299.0,299.45,290.7,293.55,12456525,,0
2018-03-12,295.6,301.9,293.75,301.5,12134535,,0
2018-03-13,300.1,307.0,299.85,304.85,15944629,"ICICI Bank launches online overdraft facility for MSME customers ICICI Bank has launched instant overdraft ‘InstaOD’ facility for MSME (Micro, Small and Medium Enterprises) customers in a completely online and paperless manner. Customers can get overdraft facility",1
2018-03-14,303.15,307.4,297.8,305.95,12936363,,0
2018-03-15,305.75,305.6,300.45,300.95,13258491,"ICICI Bank may raise ₹4020 crore through brokerage arm listing  ICICI Bank will sell about 7.72 crore shares or 24% stake in its brokerage arm ICICI Securities Ltd. in an initial public offering to be launched next week. The bank will raise as much as ₹4,020 cror",1
2018-03-16,301.25,301.85,297.45,299.25,28824971,"ICICI Securities IPO launch on 22 March, price band set at Rs519-520 ICICI Securities, an arm of ICICI Bank, has fixed a narrow price band at Rs519-520 per share for its IPO to raise little over Rs4,000 crore",1
2018-03-19,298.1,299.95,291.25,294.15,13523476,,0
2018-03-20,293.45,297.2,290.25,292.3,10870674,Swiggy partners ICICI bank to launch digital payment solutions for faster delivery The integration aims to bring convenience to Swiggy's large fleet of delivery partners by reducing the need for travelling to their collection hubs to deposit the money.,1
2018-03-21,295.0,295.05,287.35,289.6,13598551,"ICICI Bank raises Rs4,000 crore via bonds ICICI Bank has approved the allotment of 40,000 AT-1 bonds as debentures aggregating Rs4000 crore on private placement basis",1
2018-03-22,289.3,289.65,280.9,283.1,24575819,"ICICI Securities IPO opens today: Should you subscribe to the Rs 4,017-crore issue The Rs 4017-crore initial public offer (IPO) of ICICI Securities, the brokerage and merchant banking arm of private sector lender ICICI Bank opens today. The offer will close on March 26. The IPO price band has been set at Rs 519 to Rs 520 per share. The",1
2018-03-23,277.0,277.85,273.55,274.4,31862964,,0
2018-03-26,276.1,283.15,275.95,281.45,24575323,"ICICI Securities IPO closes today, subscribed 36% on day 2 The initial public offer (IPO) of ICICI Securities, the brokerage and merchant banking arm of private sector lender ICICI Bank will close today. The IPO was subscribed 36 per cent on the second day of bidding on Friday. The IPO to raise over Rs 4,000 cror",1
2018-03-27,284.35,287.3,281.4,283.3,22145191,"ICICI Securities public issue subscribed 78% The ₹4,017-crore IPO of ICICI Securities, the brokerage arm of top private sector lender ICICI Bank, was subscribed 78 per cent on the final day on Monday.The IPO received bids for 3.45 crore equity s",1
2018-03-28,283.0,283.3,277.1,278.9,27102483,"Monnet Ispat bankruptcy: ICICI Bank moves NCLT to include claim of $75 mn ICICI Bank claimed that the IRP had not included its claim, which was actuall a corporate guarantee given by Monnet Ispat in favour of its subsidiary Monnet Power",1
2018-04-02,272.35,273.85,258.8,262.5,73010329,"ICICI Bank shares fall nearly 7% after CBI inquiry into Videocon loan ICICI Bank shares declined as much as 6.61% and touched a low of Rs260 a share, a level last seen on 24 October 2017 Analysts remain positive ICICI Bank shares despite slew of bad news The Chanda Kochhar - Videocon loan controversy, an RBI penalty and under-subscription of a pruned ICICI Securities IPO have failed to deter analysts from re-rating the stock After ICICI Bank, CBI may now probe other Videocon lenders too The consortium was led by State Bank of India and included ICICI Bank. Its members in 2012 had sanctioned Rs 40,000 crore to Videocon. ICICI Bank Drops Most In Seven Months On Governance Concerns ICICI Bank has lost over 11 percent last month, compared to a 3.3 percent drop in the Nifty Bank Index.",4
2018-04-03,261.7,271.5,261.7,270.0,40632741,"ICICI Bank board trusts Chanda Kochhar, but do investors trust ICICI Bank board? Being a corporate lender, a questioning of the process of loan disbursement against one corporate group is bound to kindle doubts on the integrity of its sanctioning process NuPower Renewables is in the news for all the wrong reasons Questions have been raised on ICICI Bank loans to Videocon, whose chairman Venugopal Dhoot had dealings with NuPower Renewables, founded by Deepak Kochhar, husband of ICICI Bank CEO Chanda Kochhar",2
2018-04-04,267.25,273.3,265.5,268.1,33399770,Chanda Kochhar pulls out of FICCI event as Videocon loan probe intensifies The income tax department has served a notice to ICICI Bank CEO Chanda Kochhar’s husband Deepak Kochhar in connection with the Videocon loan case,1
2018-04-05,267.8,280.0,267.7,278.7,26547621,"ICICI Bank chairman backs Chanda Kochhar again, questions timing of charges ICICI Bank chairman M.K. Sharma said the bank’s board is unlikely to discuss the Videocon loan case and allegations of impropriety against Chanda Kochhar at its board meeting on 27 April Videocon loan case: Can Chanda Kochhar see off her biggest crisis yet? Over the past three decades, Chanda Kochhar has seen ICICI Bank through many a crisis, but none as personal as the Videocon loan case involving her husband, Deepak Kochhar Monnet Ispat: NCLT wants claims of other banks to be included NCLT’s Mumbai bench wants claims of ICICI Bank, IFCI Ltd and Standard Chartered Bank to be included in Monnet Ispat’s bankruptcy proceedings Banks are billing you even for your SMS alerts Income from SMS alert service goes against RBI advisory. But a majority of banks, including SBI and ICICI Bank, levy these charges nonetheless. Call to privatise PSBs grows feeble CBI lens on ICICI Bank shifts focus to governance issues at private sector banks",5
2018-04-06,278.4,282.95,277.0,279.95,31485879,"Videocon paid ICICI Bank dues worth Rs 10 bn till December last year NuPower will return loan with interest to consumer durables major by 2021 ICICI Bank-Videocon loan case: Things to know about Rajiv Kochhar Rajeev Kochhar helped ICICI Bank clients in restructuring their foreign loans, Rajiv Kochhar is the brother of ICICI Bank MD & CEO Chanda Kochhar's husband Deepak Kochhar. Know more on ICICI Bank Videocon loan case. Videocon loan case: CBI questions Chanda Kochhar’s brother-in-law for 2nd day today The CB I questions Rajiv Kochhar, ICICI Bank MD and CEO Chanda Kochhar’s brother-in-law, for the second day in connection with Rs3,250 crore loan to Videocon Group in 2012",3
2018-04-09,277.75,283.45,274.35,281.0,31169020,ICICI Bank board is said to be divided over CEO Chanda Kochhar’s future ICICI Bank board is divided over whether to ask CEO Chanda Kochhar to step down as authorities investigate allegations of impropriety over loans made to Videocon group,1
2018-04-10,279.45,294.45,279.05,288.7,44620833,"Videocon loan case: ICICI Bank faces questions from key shareholders Separately, Fitch Ratings said ICICI Bank’s reluctance to announce an independent probe in the Videocon loan case has created doubts over the strength of the bank’s corporate governance practices RBI’s silence on ICICI Bank, delayed response in Axis case baffle experts Industry watchers say the Reserve Bank of India has failed to fulfil its supervisory role.",2
2018-04-11,287.75,287.9,282.35,285.0,16763855,"ABG Shipyard: Lenders seek details on Liberty House bid Creditors, led by ICICI Bank, have sought more details on the lone bid for debt-laden ABG Shipyard Ltd, submitted by London-based metals group Liberty House under the IBC process.“The committee of cre Good governance will have to wait till board independence is more than a label The Videocon loan case at ICICI Bank involving its CEO Chanda Kochhar raise the issue of conflict and its resolution, sufficiency of probe by the board",2
2018-04-12,285.3,289.9,283.55,287.0,22925266,"View: Time for RBI to step in and change the rules, to begin cleanup with ICICI Bank Even if the ICICI controversy dies down, its a malaise that may resurface in future and creep into other banks. RBI can begin by doing its part to lift the shadow. Sebi probes alleged corporate governance breaches at ICICI Bank The regulator has asked for key documents on all board decisions pertaining to Videocon Group.",2
2018-04-13,288.0,291.1,285.8,288.1,17464949,The ICICI Bank board owes it to its investors to clear the air Questions are being raised on corporate governance at ICICI Bank after its board gave a clean chit to CEO Chanda Kochhar in the Videocon loan case ICICI Bank’s love for Chanda Kochhar is testing the limits ICICI Bank CEO Chanda  Kochhar showed a lack of judgment in not recusing herself from the committee that cleared a $500 million loan to Videocon ICICI Bank's Love for CEO Kochhar Is Approaching the Limit Chanda Kochhar is one of India’s top bankers. But does that mean ICICI Bank owes her a job no matter what?,3
2018-04-16,285.0,288.95,284.1,287.5,16843067,"MFs bought ICICI Bank in March when shares fell sharply The loan controversy had an impact on the initial public offering of ICICI Securities, which closed with a 78 per cent subscription on March 26.",1
2018-04-17,287.6,293.25,286.8,291.9,15391153,Sebi asks ICICI Bank to clarify on reports of alleged corporate governance breach ICICI Bank informs the bourses that Sebi has requested the bank to clarify on news reports of alleged corporate governance breaches Pradeep Kumar’s appointment to BBB under government scrutiny Avista Advisory group is under the scanner of investigative agencies in a case involving alleged conflict of interest in loans given by ICICI Bank to the Videocon Group,2
2018-04-18,293.7,294.9,289.0,290.1,20718935,"'Well-wishers' paid off dues of Credential Finance before Chanda Kochhar became ICICI Bank CEO The settlements with different creditors also brought to close an earlier contempt proceedings against Deepak Kochhar, husband of Chanda Kochhar.",1
2018-04-19,291.0,291.0,287.3,290.65,17274599,"ICICI Bank-Videocon loan case: CBI quizzes NuPower CFO NuPower Renewables was founded by Deepak Kochhar, husband of ICICI Bank CEO Chanda Kochhar embroiled in the Videocon loan case",1
2018-04-20,289.25,290.15,279.7,282.5,19713994,"ICICI Bank working on a succession plan Board exploring options to revive positions of Joint Managing Director, Deputy MD; no immediate plan to replace Chanda Kochhar",1
2018-04-23,280.0,282.8,275.25,279.2,11582476,"ICICI Bank drops 2% as bank may face probe over non-disclosures Probe agencies are exploring the possibility that such non-declaration could violate provisions of the Companies Act, 2013. ICICI Bank may face probe over non-disclosures in NuPower deal Probe agencies are exploring the possibility that such non-declaration could violate provisions of the Companies Act, 2013.",2
2018-04-24,279.35,286.6,279.35,284.25,15401175,NCLT allows ICICI Bank's plea for insolvency resolution process against Unimark Remedies The Mumbai Bench of the National Company Law Tribunal has admitted ICICI Bank’s plea to initiate corporate insolvency resolution process against Unimark Remedies Ltd to recover an outstanding loan of,1
2018-04-25,284.05,285.65,276.85,279.5,7937335,ICICI Bank scraps proposal to sell home finance subsidiary Plans to revive arm; eyes tripling of loan book in 3 years,1
2018-04-26,279.8,280.4,275.35,278.7,14106065,"ICICI Bank-Videocon loan case: I-T dept issues fresh notice to Deepak Kochhar I-T dept officials say the fresh notice to Deepak Kochhar, the husband of ICICI Bank CEO Chanda Kochhar, has been issued in his individual capacity and it seeks  details of his personal finances, transactions",1
2018-04-27,277.4,291.7,276.0,287.8,16460125,,0
2018-04-30,288.95,291.0,282.3,284.85,9724421,"Videocon row: Tax department sends second notice to Deepak Kochhar The Income Tax (I-T) Department on Monday sent a second notice to ICICI Bank Chief Chanda Kochhar's husband, Deepak Kochhar, amid the ongoing loan deal involving Videocon Group and the private lender. A senior official stated that a response is expected from Deepak within the next 15 days.",1
2018-05-02,283.65,283.75,275.55,277.15,14197989,"ICICI Bank names Radhakrishnan Nair as Independent Director The appointment of 63-year-old Nair is subject to the approval of shareholders, the private sector lender said in a regulatory filing.",1
2018-05-03,277.3,283.65,277.3,281.85,14708294,NCLT reserves order on resolution professional plea against ICICI Bank in Ruchi Soya case The resolution professional is seeking NCLT’s intervention to bring back around Rs48 crore that ICICI Bank had paid towards a letter of credit from Ruchi Soya’s current account,1
2018-05-04,280.45,285.6,278.35,282.8,11847046,"ICICI Bank, Tata Chem, Tata Coffee results Saturday-Monday will see close to two dozen companies announcing their quarterly and full-year results for FY 2018. These are Avenue Supermarts, Balaxi Ventures, DIC India, JP Power and Jayant Agro (o",1
2018-05-07,284.0,293.0,282.85,292.9,19634645,"Four things to look for in ICICI Bank earnings ICICI Bank’s  Q4 results will be the first public interaction for  Chanda Kochhar after allegations of conflict of interest and nepotism were raised around March-end NPAs hit net; ICICI Bank rolls out new strategy Gross NPA additions include ₹9,968 cr. under new RBI framework; ‘hard’ limits set for corporate loans ICICI Bank profit down 50%, board silent on Chanda Kochhar ICICI Bank’s  net profit for the three months to 31 March fell to Rs1,020 crore from Rs2,025 crore  a year earlier",3
